emp_no,first_name,last_name,dept_name,from_date,to_date
442286,Adamantios,Montemayor,Research,2000-09-29,9999-01-01
442289,Alagu,Masand,Development,1994-07-24,9999-01-01
442298,Junichi,Kaiser,Sales,1999-03-12,9999-01-01
442310,Chuanyi,Tagansky,Marketing,1998-01-12,9999-01-01
442314,Miquel,Schwartzburd,Quality Management,2002-03-30,9999-01-01
442316,Chiradeep,Melter,Production,1997-07-13,9999-01-01
442317,Jiong,Junet,Development,1990-09-11,9999-01-01
442319,Khue,Monkewich,Sales,1999-12-11,9999-01-01
442321,Toshimo,Hertweck,Finance,1997-06-21,9999-01-01
442322,Vitali,Keirsey,Marketing,1998-12-19,9999-01-01
442328,Kazuhiro,Ellozy,Development,1992-11-03,9999-01-01
442330,Quingbo,Veeraraghavan,Sales,1997-08-21,9999-01-01
442350,Kagan,Kriebel,Customer Service,1994-07-05,9999-01-01
442351,Yonghoan,Leuchs,Finance,1990-02-08,9999-01-01
442363,Zhiwei,Spieker,Sales,1994-06-06,9999-01-01
442364,Barton,Oxman,Development,1992-08-19,9999-01-01
442369,Lunjin,Fiebach,Sales,1990-11-10,9999-01-01
442372,Conal,Sundgren,Quality Management,1985-03-12,9999-01-01
442375,Huican,Gimbel,Marketing,1994-09-09,9999-01-01
442377,Pintsang,Kuzuoka,Development,1992-10-12,9999-01-01
442382,Masaki,Frezza,Research,1994-01-15,9999-01-01
442390,Hausi,Jeansoulin,Development,1992-07-15,9999-01-01
442398,Erez,Gornas,Production,1996-09-26,9999-01-01
442405,Evgueni,Zielinski,Development,1985-12-06,9999-01-01
442406,Bowen,Tischendorf,Sales,1998-11-14,9999-01-01
442408,Fumino,Chepyzhov,Development,1990-06-12,9999-01-01
442413,Holgard,Sluis,Finance,1991-02-14,9999-01-01
442421,Chanjung,Manders,Production,1998-06-26,9999-01-01
442424,Kayoko,Snedden,Development,1994-10-26,9999-01-01
442426,Fay,Coney,Sales,1991-06-24,9999-01-01
442429,Souichi,Hanabata,Development,1986-09-02,9999-01-01
442430,Tse,Baak,Development,1985-12-07,9999-01-01
442433,Jingling,Roohalamini,Customer Service,1985-12-18,9999-01-01
442436,Yishay,Luck,Quality Management,1989-03-13,9999-01-01
442441,Ipke,Rosin,Marketing,1991-06-15,9999-01-01
442450,Shaleah,Bugaenko,Marketing,1989-08-03,9999-01-01
442454,Jeanna,Strandh,Sales,1990-01-22,9999-01-01
442455,Youngkon,Gihr,Production,1989-10-30,9999-01-01
442457,Zhigen,Jahnichen,Development,1994-11-01,9999-01-01
442458,Shichao,Rindone,Production,2002-01-28,9999-01-01
442460,Leon,Ranon,Development,1990-08-07,9999-01-01
442464,Toshiko,Naudin,Production,1987-05-31,9999-01-01
442467,Christoph,Sridhar,Sales,1994-05-26,9999-01-01
442470,Kankanahalli,Schmittgen,Development,1998-11-28,9999-01-01
442473,Berna,Birch,Customer Service,1989-04-30,9999-01-01
442478,Giap,Speek,Customer Service,2001-08-25,9999-01-01
442479,Weicheng,Basart,Development,1998-05-21,9999-01-01
442482,Mark,Mundy,Human Resources,1999-06-29,9999-01-01
442487,Miomir,Speer,Production,1993-06-16,9999-01-01
442506,Hausi,Demizu,Production,1995-10-31,9999-01-01
442515,Abdelwaheb,Langford,Production,1989-04-05,9999-01-01
442518,Franziska,Siochi,Finance,1995-07-13,9999-01-01
442519,Shunichi,Stassinopoulos,Development,1999-06-08,9999-01-01
442531,Chaitali,Hanratty,Customer Service,1990-11-22,9999-01-01
442532,Marsal,Masamoto,Sales,1989-07-28,9999-01-01
442533,Gianluca,Junet,Sales,1996-03-28,9999-01-01
442535,Mohua,Asmuth,Production,1993-04-05,9999-01-01
442539,Toshimori,Suri,Development,2000-02-22,9999-01-01
442540,Leaf,Stroustrup,Sales,1995-08-28,9999-01-01
442542,Mang,Thiran,Marketing,1995-08-12,9999-01-01
442550,Adib,Vadhan,Development,1986-02-17,9999-01-01
442562,Masasuke,Backhouse,Production,1992-03-14,9999-01-01
442565,Fei,Czap,Production,1992-06-27,9999-01-01
442572,Lorien,Hellwagner,Development,1986-12-24,9999-01-01
442573,Moni,Gist,Development,1989-07-19,9999-01-01
442575,Sahrah,Jervis,Customer Service,1993-08-30,9999-01-01
442576,Shietung,Ramsey,Development,1991-01-08,9999-01-01
442581,Christ,Mateescu,Development,1995-11-06,9999-01-01
442584,Ugo,Kushner,Research,1998-08-10,9999-01-01
442585,Uri,Kossowski,Customer Service,1992-05-18,9999-01-01
442587,Djenana,Flowers,Development,1990-09-10,9999-01-01
442591,Mats,Sevcikova,Production,1989-09-17,9999-01-01
442592,Ramzi,Beutelspacher,Production,1994-02-20,9999-01-01
442593,Geoffrey,Hockney,Quality Management,1989-10-02,9999-01-01
442599,Nathan,Thombley,Quality Management,1985-04-19,9999-01-01
442603,Mahmut,Gerlach,Production,1996-05-24,9999-01-01
442604,Adhemar,Schwartzburd,Development,1997-06-15,9999-01-01
442608,Nigel,Melichar,Development,1996-10-06,9999-01-01
442612,Huiqun,Peron,Sales,1993-11-12,9999-01-01
442613,Tsz,Knightly,Production,1987-08-28,9999-01-01
442618,Jaewon,Piancastelli,Production,1987-12-29,9999-01-01
442629,Godehard,Meszaros,Sales,1989-07-30,9999-01-01
442631,Ishfaq,Herbst,Research,1988-06-23,9999-01-01
442641,Remko,Lienhardt,Production,1994-12-24,9999-01-01
442645,Elvis,Apsitis,Sales,1999-11-15,9999-01-01
442649,Utz,Vendrig,Sales,1986-01-07,9999-01-01
442651,Bedrich,Debuse,Sales,1992-02-14,9999-01-01
442657,Fumiko,Luca,Marketing,2000-11-07,9999-01-01
442664,Shaz,Braccini,Production,1993-05-10,9999-01-01
442665,Ghassan,Schauser,Human Resources,1991-10-07,9999-01-01
442668,Khue,Sanella,Research,1986-03-02,9999-01-01
442672,Nathan,Aloia,Production,1993-09-07,9999-01-01
442679,Patricio,Foote,Development,1997-12-08,9999-01-01
442683,Changho,Boreale,Production,1990-10-06,9999-01-01
442685,Jeane,Kirkerud,Production,1999-11-02,9999-01-01
442687,Mari,Goodrum,Development,1990-02-05,9999-01-01
442689,Sverrir,Zucker,Research,1990-09-05,9999-01-01
442690,Moon,Chiola,Development,1996-04-08,9999-01-01
442691,Fox,Wroclawski,Marketing,1998-03-23,9999-01-01
442692,Goh,Fontet,Development,1991-09-28,9999-01-01
442693,Barun,McAffer,Production,1991-09-23,9999-01-01
442699,Samphel,Baer,Development,1996-06-03,9999-01-01
442709,Akemi,Renear,Human Resources,1988-11-16,9999-01-01
442713,Shiv,Braccini,Quality Management,1997-04-05,9999-01-01
442714,Yifei,Yetto,Research,1992-02-18,9999-01-01
442720,Sivanarayana,Kieras,Customer Service,1988-02-08,9999-01-01
442722,Fumiko,Zweizig,Production,1993-01-08,9999-01-01
442727,Dietrich,Hopewell,Development,1998-06-26,9999-01-01
442729,Vatsa,Schicker,Production,1989-11-18,9999-01-01
442731,Martine,Breugel,Customer Service,1993-07-16,9999-01-01
442732,Yongmao,Soloway,Production,1999-10-23,9999-01-01
442733,Kristine,Staelin,Development,1997-08-13,9999-01-01
442736,Przemyslawa,Brandsma,Development,1993-07-27,9999-01-01
442737,Heekeun,Butterworth,Sales,1994-12-16,9999-01-01
442739,Jiann,Pusterhofer,Human Resources,1999-01-10,9999-01-01
442746,Adin,Menhardt,Development,1995-06-04,9999-01-01
442749,Gio,Rodiger,Sales,1996-08-09,9999-01-01
442752,Vugranam,Luft,Sales,1986-06-29,9999-01-01
442757,Noritoshi,Cannard,Production,1998-03-04,9999-01-01
442760,Manu,Whitcomb,Human Resources,1989-03-19,9999-01-01
442761,Bangqing,Gornas,Production,1995-08-03,9999-01-01
442763,Weidon,Barriga,Human Resources,1985-08-18,9999-01-01
442765,Mark,Yeung,Customer Service,1985-04-13,9999-01-01
442767,Matt,Ouhyoung,Human Resources,1990-11-25,9999-01-01
442775,Mingsen,Siochi,Production,1997-02-22,9999-01-01
442777,Yannik,Mandell,Finance,1993-09-02,9999-01-01
442780,Narain,Merle,Production,1989-12-16,9999-01-01
442783,Hilary,Chaudhury,Sales,1997-03-23,9999-01-01
442786,Jianhao,Lagarias,Research,1989-07-27,9999-01-01
442796,Amalendu,Luders,Production,1989-03-08,9999-01-01
442800,Herb,Azadmanesh,Sales,1995-01-22,9999-01-01
442802,Angus,Bazelow,Sales,1995-06-04,9999-01-01
442809,Jeanne,Shimshoni,Finance,1995-01-23,9999-01-01
442812,Hugo,Rodiger,Sales,1994-12-12,9999-01-01
442813,Barry,Steenbeek,Development,1989-04-30,9999-01-01
442815,Kannan,Malinowski,Customer Service,1999-08-14,9999-01-01
442827,Frederique,Veldwijk,Production,1995-09-22,9999-01-01
442830,Ramachenga,Ranka,Production,1990-05-25,9999-01-01
442833,Subhrajyoti,Seuren,Development,1999-01-09,9999-01-01
442834,Inderjeet,Falco,Research,1985-12-12,9999-01-01
442838,Subhash,Millington,Quality Management,1985-11-05,9999-01-01
442840,Samphel,Malinowski,Sales,1995-12-11,9999-01-01
442841,Mahendra,Guting,Development,1992-12-10,9999-01-01
442844,Marit,Peak,Quality Management,2002-07-28,9999-01-01
442846,Vishv,Matteis,Finance,1987-04-22,9999-01-01
442850,Constantijn,Vitiello,Production,1988-02-02,9999-01-01
442856,King,Wursthorn,Research,1997-03-08,9999-01-01
442862,Munehiro,Dayang,Sales,1996-05-02,9999-01-01
442867,King,Vrecion,Sales,1988-06-10,9999-01-01
442868,Fai,Czaja,Research,1994-11-15,9999-01-01
442878,Masaki,Takanami,Production,1993-03-13,9999-01-01
442882,Sven,Weiland,Quality Management,1985-07-03,9999-01-01
442883,Yinlin,Vendrig,Sales,1997-03-21,9999-01-01
442886,Kendra,Katalagarianos,Quality Management,1990-05-19,9999-01-01
442888,Shmuel,Stranks,Human Resources,1993-02-26,9999-01-01
442894,Bernice,Krychniak,Sales,1994-01-07,9999-01-01
442896,Maja,Matzen,Sales,1994-03-07,9999-01-01
442901,Ziya,Feldhoffer,Customer Service,1989-03-03,9999-01-01
442904,Tadanori,Rabejac,Development,1991-08-12,9999-01-01
442907,Nitsan,Percebois,Development,1988-08-04,9999-01-01
442909,Augustine,Schwabacher,Development,1986-06-23,9999-01-01
442910,Hatim,Ellozy,Sales,1988-06-06,9999-01-01
442918,Nahum,Anandan,Development,1997-12-16,9999-01-01
442922,Nevin,Esposito,Production,1995-02-12,9999-01-01
442929,Saniya,Klerer,Development,1993-12-27,9999-01-01
442938,Xiaoqiu,Cusworth,Human Resources,1996-01-26,9999-01-01
442945,Guiseppe,Matzat,Sales,1992-05-06,9999-01-01
442947,Houman,Brattka,Human Resources,1986-10-31,9999-01-01
442949,Shuho,Millington,Production,1994-12-17,9999-01-01
442952,Ramzi,Marchegay,Production,1997-05-08,9999-01-01
442957,Kotesh,Fasbender,Finance,1994-03-21,9999-01-01
442958,Ibibia,Bierman,Development,1994-01-05,9999-01-01
442960,Marsha,Huttel,Production,1986-11-24,9999-01-01
442966,Shaw,Ulupinar,Development,1989-03-25,9999-01-01
442973,Danai,Sudkamp,Development,1999-02-23,9999-01-01
442976,Mostafa,Zultner,Development,1992-10-10,9999-01-01
442977,Marlo,Armand,Sales,1989-05-21,9999-01-01
442979,Seshu,Standera,Development,1995-01-26,9999-01-01
442984,Shaowen,Rossi,Quality Management,1997-03-09,9999-01-01
442986,Nalini,Zeleznik,Development,1999-05-09,9999-01-01
442987,Sukumar,Sherertz,Production,1985-02-17,9999-01-01
443003,Turgut,Birsak,Production,1990-08-19,9999-01-01
443023,Edwin,Range,Finance,1985-04-05,9999-01-01
443025,Kristin,Sethi,Quality Management,1992-08-08,9999-01-01
443029,Mary,Bahk,Development,1990-02-12,9999-01-01
443036,Guiseppe,Baez,Development,1991-12-24,9999-01-01
443038,Douadi,Poujol,Sales,1997-01-28,9999-01-01
443040,Arnd,Bail,Research,1994-05-06,9999-01-01
443044,Kousuke,Neiman,Finance,1996-03-10,9999-01-01
443046,Mooi,Brookman,Human Resources,1998-08-21,9999-01-01
443052,Chikara,Staylopatis,Development,1990-02-22,9999-01-01
443054,Diederik,Baalen,Customer Service,1995-07-25,9999-01-01
443058,Kamakshi,Neiman,Research,1994-07-13,9999-01-01
443064,Kasturi,Alpay,Production,1993-04-14,9999-01-01
443072,Anneli,Hempstead,Development,1990-06-19,9999-01-01
443078,Ortrud,Hennebert,Sales,1995-08-09,9999-01-01
443079,Aram,Penz,Development,1991-02-27,9999-01-01
443088,Alejandra,Hainaut,Marketing,1999-08-15,9999-01-01
443092,Xiaopeng,Imataki,Production,1993-07-26,9999-01-01
443093,Theirry,Beutelspacher,Research,1985-05-31,9999-01-01
443097,Sudhanshu,Strandh,Sales,1985-10-18,9999-01-01
443101,Pramod,Kavvadias,Production,1989-05-30,9999-01-01
443102,Filipe,Honiden,Sales,1998-05-05,9999-01-01
443115,Babette,Cincotta,Human Resources,1990-09-22,9999-01-01
443118,Saeed,Angel,Customer Service,1987-07-30,9999-01-01
443121,Valdiodio,Goldhammer,Production,1993-09-17,9999-01-01
443126,Mayumi,Ranst,Production,1993-10-28,9999-01-01
443129,Chaoyi,Baek,Development,1990-09-20,9999-01-01
443135,Gudjon,Ghemri,Production,1999-06-09,9999-01-01
443140,Feixiong,Pramanik,Sales,1985-12-06,9999-01-01
443156,Hinrich,Wixon,Marketing,1999-02-02,9999-01-01
443159,Ferdinand,Rohrbach,Human Resources,1993-08-31,9999-01-01
443160,Paloma,Vuskovic,Development,1988-08-11,9999-01-01
443162,Shakhar,Kruskal,Development,1992-01-11,9999-01-01
443166,Randi,Zwicker,Development,1998-11-19,9999-01-01
443172,Matt,Yeung,Finance,1996-09-18,9999-01-01
443173,Yuping,Bondorf,Production,1995-04-03,9999-01-01
443174,Alagu,Bahr,Development,2000-01-05,9999-01-01
443178,Kersti,Porenta,Sales,1992-08-09,9999-01-01
443182,Heather,Luca,Development,1986-08-03,9999-01-01
443183,Owen,Brodie,Production,2002-01-24,9999-01-01
443184,Fai,Rusterholz,Development,1993-10-17,9999-01-01
443191,Theron,Poujol,Sales,1995-09-08,9999-01-01
443192,Rafols,Onuegbe,Quality Management,2001-08-18,9999-01-01
443195,Manton,Bratten,Production,1998-11-18,9999-01-01
443198,Vidya,Rosenbaum,Production,1993-09-26,9999-01-01
443204,Lalit,Schapiro,Development,1985-02-25,9999-01-01
443205,Volkmar,Bach,Development,1990-06-24,9999-01-01
443206,Marco,Oppitz,Marketing,1987-09-18,9999-01-01
443207,Radoslaw,Weedman,Production,1999-06-08,9999-01-01
443208,Nakhoon,Nilsson,Development,1985-11-13,9999-01-01
443210,Kazunori,Dusink,Marketing,2000-01-06,9999-01-01
443215,Masato,Giarratana,Production,1989-11-29,9999-01-01
443218,Xiahua,Noriega,Quality Management,2002-02-02,9999-01-01
443227,Nevio,Lovengreen,Marketing,2001-01-15,9999-01-01
443228,Mohammad,Gecseg,Sales,1993-08-08,9999-01-01
443233,Nahla,Heuter,Human Resources,1985-09-26,9999-01-01
443236,Khue,Businaro,Production,1995-06-22,9999-01-01
443240,Billie,Gimbel,Development,1987-11-06,9999-01-01
443247,Adil,Duclos,Customer Service,1996-09-10,9999-01-01
443255,Bowen,Kornyak,Quality Management,1994-04-27,9999-01-01
443258,Qiwen,Ramsak,Development,1990-08-31,9999-01-01
443261,Ferdinand,Kropatsch,Development,1990-08-19,9999-01-01
443270,Vasiliy,Chvatal,Sales,1997-09-23,9999-01-01
443273,Tadahiko,Conia,Research,1993-07-13,9999-01-01
443279,Sadok,Rodite,Research,1992-05-26,9999-01-01
443281,Tayeb,Walston,Quality Management,1991-06-21,9999-01-01
443283,Aluzio,Mamelak,Human Resources,1988-05-17,9999-01-01
443291,Susuma,Nitto,Human Resources,1997-05-26,9999-01-01
443297,Krister,Egerstedt,Research,1998-10-21,9999-01-01
443298,Shaw,Weisert,Production,1990-09-11,9999-01-01
443301,Kristine,Ratnaker,Development,1990-01-18,9999-01-01
443303,Nadjib,Fadgyas,Sales,1988-12-23,9999-01-01
443306,Mechthild,Sifakis,Development,1986-07-06,9999-01-01
443307,Alagu,Bennis,Quality Management,1996-08-04,9999-01-01
443313,Kayoko,Taubenfeld,Research,1996-12-24,9999-01-01
443317,Yuriy,Chiola,Sales,1992-01-09,9999-01-01
443320,Kenton,Bugrara,Finance,1985-05-18,9999-01-01
443325,Rasiah,Stanger,Marketing,1985-05-16,9999-01-01
443332,Leandro,Birsak,Development,1986-10-19,9999-01-01
443337,Lillian,Mungall,Production,1996-04-05,9999-01-01
443344,Shalesh,Gischer,Development,1995-07-06,9999-01-01
443346,Alair,Biros,Sales,1996-10-25,9999-01-01
443348,Eben,Cardazo,Production,1991-10-19,9999-01-01
443349,Pantung,Lorch,Finance,1990-06-20,9999-01-01
443359,Jackson,Facello,Development,1995-09-04,9999-01-01
443372,Kaijung,Engelmann,Marketing,1997-04-12,9999-01-01
443373,Zdislav,Luit,Development,1990-10-14,9999-01-01
443381,Seongbin,Pappas,Human Resources,1990-05-26,9999-01-01
443382,Jamaludin,Poulakidas,Marketing,1993-08-21,9999-01-01
443388,Lena,Kroll,Sales,1990-04-14,9999-01-01
443390,Arfst,Marwedel,Marketing,1986-07-05,9999-01-01
443391,Jolita,Yetto,Sales,1998-09-22,9999-01-01
443398,Zhilian,Erez,Quality Management,1992-09-06,9999-01-01
443404,Xiaoheng,Feldhoffer,Sales,1988-03-15,9999-01-01
443409,Elliott,Krybus,Development,1985-04-15,9999-01-01
443411,Behnaam,Bahi,Sales,1986-08-15,9999-01-01
443415,Murthy,Oxman,Customer Service,1996-01-13,9999-01-01
443419,Kazuyasu,Ernst,Production,1986-04-18,9999-01-01
443433,Ekawit,Castellani,Quality Management,1999-06-16,9999-01-01
443444,Lucien,Kavanagh,Quality Management,1992-08-22,9999-01-01
443449,Vasiliy,Hasenauer,Production,1993-07-27,9999-01-01
443450,Shawna,Denti,Sales,1987-02-08,9999-01-01
443457,Kazuhisa,Demke,Sales,1996-04-25,9999-01-01
443464,Ziva,Michaeli,Production,1995-01-28,9999-01-01
443470,Valeri,Murtha,Research,1988-09-01,9999-01-01
443471,Honesty,Tetzlaff,Sales,1995-06-08,9999-01-01
443484,Ferdinand,Vendrig,Sales,1996-08-22,9999-01-01
443486,Stein,Hinsberger,Research,1994-11-17,9999-01-01
443500,Shih,Kavanagh,Finance,1992-07-14,9999-01-01
443505,Ronghao,Pargas,Sales,1993-02-28,9999-01-01
443510,Martial,Poupard,Research,1987-08-15,9999-01-01
443533,Xuedong,Garnick,Quality Management,1992-03-11,9999-01-01
443536,Nahla,Molenaar,Development,1995-07-20,9999-01-01
443540,Tesuya,Lund,Quality Management,1999-03-05,9999-01-01
443545,Claude,Avouris,Production,1995-08-31,9999-01-01
443552,Collette,Deyuan,Customer Service,1999-12-25,9999-01-01
443554,Yolla,Klyachko,Development,1999-10-21,9999-01-01
443557,Ute,Androutsos,Sales,1985-12-10,9999-01-01
443559,Khaled,Comellas,Customer Service,1999-02-16,9999-01-01
443560,Akeel,Trachtenberg,Development,1995-04-29,9999-01-01
443562,Zorica,Panwar,Production,1992-08-04,9999-01-01
443571,Siddarth,Garrabrants,Sales,1985-07-17,9999-01-01
443573,Sanjiv,Rosiles,Production,1997-02-07,9999-01-01
443574,Duke,Denna,Sales,1993-02-21,9999-01-01
443576,Uno,Brizzi,Development,1991-07-12,9999-01-01
443582,Katsuo,Ernst,Marketing,1993-01-29,9999-01-01
443585,Ugo,Fiutem,Sales,1989-11-14,9999-01-01
443590,Jiang,Gils,Development,1992-09-29,9999-01-01
443591,Haldun,Lamparter,Quality Management,1988-11-05,9999-01-01
443592,Dante,Wursthorn,Development,1986-12-27,9999-01-01
443596,Vishv,Egerstedt,Sales,2000-07-05,9999-01-01
443597,Prasadram,Showalter,Sales,1989-12-12,9999-01-01
443603,Christfried,Poupard,Sales,1996-07-23,9999-01-01
443617,Hercules,Molberg,Marketing,1986-12-07,9999-01-01
443626,Akeno,Collette,Sales,1996-06-05,9999-01-01
443628,Pranav,Antonakopoulos,Production,1990-02-26,9999-01-01
443629,Nidapan,Gils,Development,1994-10-02,9999-01-01
443634,Conor,Cusworth,Development,1987-12-24,9999-01-01
443637,Mohua,Guenter,Sales,1995-01-13,9999-01-01
443640,Martine,Rosaz,Development,1993-01-12,9999-01-01
443647,Serif,Feldmann,Production,1988-04-01,9999-01-01
443659,Roselyn,Sommer,Development,1996-09-14,9999-01-01
443662,Freyja,Mawatari,Development,1989-12-14,9999-01-01
443663,Yonghong,Stasinski,Research,1995-11-07,9999-01-01
443666,Bluma,Cherinka,Research,1991-01-07,9999-01-01
443668,Salvador,Bamford,Development,1998-02-24,9999-01-01
443676,Masasuke,Gide,Sales,1989-08-26,9999-01-01
443677,True,Parfitt,Human Resources,1987-10-08,9999-01-01
443678,Subhash,Conry,Development,1989-12-27,9999-01-01
443686,Tokuyasu,Polajnar,Production,1989-12-06,9999-01-01
443696,Henk,Douceur,Sales,1989-12-21,9999-01-01
443697,Xinglin,Frijda,Development,1999-11-04,9999-01-01
443710,Margo,Stille,Production,1990-02-21,9999-01-01
443713,Susumu,Besancenot,Production,1994-09-15,9999-01-01
443715,Arif,Schonegge,Production,1989-07-15,9999-01-01
443717,Hugh,Erdi,Production,1990-11-20,9999-01-01
443720,Sreekrishna,Perfilyeva,Quality Management,1994-02-07,9999-01-01
443721,Kinh,England,Production,1999-09-03,9999-01-01
443730,Jaihie,Ibel,Research,1991-11-13,9999-01-01
443733,Volkmar,Welham,Sales,1986-01-11,9999-01-01
443735,Boriana,Guenter,Research,1999-05-29,9999-01-01
443737,Kazuhisa,Zolotykh,Development,1990-09-11,9999-01-01
443738,Genki,Decleir,Production,1993-07-14,9999-01-01
443743,Sadun,Lally,Quality Management,1998-11-22,9999-01-01
443746,Nevio,Underwood,Production,1999-12-22,9999-01-01
443747,Sorina,Genther,Marketing,1994-03-26,9999-01-01
443752,Chinhyun,Rosiles,Development,1996-04-07,9999-01-01
443753,Dekang,Snyers,Sales,1994-04-26,9999-01-01
443759,Branimir,Comte,Sales,1989-04-23,9999-01-01
443761,Lucian,Pleszkun,Finance,1993-07-19,9999-01-01
443762,Masamitsu,Suomi,Human Resources,1989-09-18,9999-01-01
443766,Van,Peot,Development,1987-10-08,9999-01-01
443772,Remko,Delaune,Sales,1991-09-03,9999-01-01
443774,Marsha,Beerel,Finance,1994-01-12,9999-01-01
443779,Sudharsan,Bolsens,Development,1991-02-21,9999-01-01
443781,Dipankar,Pfau,Development,1999-04-27,9999-01-01
443797,Nirmal,Armand,Research,2000-10-04,9999-01-01
443801,Yefim,Gopalakrishnan,Sales,1986-05-24,9999-01-01
443804,Kyoichi,Danley,Human Resources,1993-12-30,9999-01-01
443817,Leen,Aumann,Development,1993-11-09,9999-01-01
443818,Arif,Schnelling,Human Resources,2001-10-19,9999-01-01
443823,Chaitali,Axelband,Human Resources,1995-04-13,9999-01-01
443824,Toshimo,Passafiume,Marketing,1999-07-05,9999-01-01
443829,Taiji,Baez,Development,1985-06-09,9999-01-01
443835,Vatsa,Rosch,Production,2000-05-12,9999-01-01
443836,Teruyuki,Swiss,Production,1995-04-23,9999-01-01
443838,Rimon,McClure,Sales,1988-11-27,9999-01-01
443839,Takahito,Marchesini,Production,1991-02-05,9999-01-01
443840,Oguz,Fairtlough,Sales,1996-06-17,9999-01-01
